Le Parker Meridien New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0966767371601236,6.042296072507554,-1.0,-1.0,6.797583081571005,3.6253776435045353,0.7552870090634514,-1.0,14.350453172205448,11.404833836858018,-1.0,-1.0,-1.0,-1.0,-1.0,42.74924471299094,47.129909365558916,46.75226586102719,40.03021148036254,69.25981873111783,61.25377643504532,55.135951661631424,-1.0,57.703927492447136,62.764350453172206,67.14501510574019,72.809667673716,51.81268882175227,56.19335347432025,58.912386706948645,54.68277945619336,73.33836858006043,48.26283987915408,63.51963746223565,58.081570996978854,64.95468277945619,70.54380664652568,75.07552870090635,79.98489425981873,70.69486404833837,69.93957703927492,61.329305135951664,57.175226586102724,83.1570996978852,78.32326283987916,66.3141993957704,-1.0,42.74924471299094,47.2809667673716,52.11480362537765,56.34441087613293,-1.0,62.83987915407855,-1.0,39.57703927492447,51.13293051359517,47.73413897280967,46.37462235649547,40.86102719033233,88.4441087613293,71.67673716012085,66.16314199395771,-1.0,-1.0,56.797583081571,61.329305135951664,66.76737160120845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.90332326283988,77.0392749244713,72.809667673716,48.26283987915408,53.096676737160124,57.175226586102724,62.00906344410876,52.11480362537765,48.11178247734139,43.58006042296073,44.486404833836865,58.081570996978854,52.56797583081571,48.48942598187311,-1.0,69.78851963746223,65.70996978851963,-1.0,-1.0,-1.0,47.73413897280967,51.73716012084592,55.4380664652568,36.93353474320242,39.35045317220544,43.051359516616316,46.601208459214504,38.29305135951662,34.59214501510574,30.287009063444117,26.208459214501516,61.10271903323263,50.98187311178248,46.90332326283988,-1.0,-1.0,-1.0,-1.0,-1.0,4.5317220543806656,7.326283987915417,10.196374622356501,12.990936555891238,-1.0,33.53474320241692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.83081570996978,68.27794561933536,65.33232628398792,59.74320241691843,100.0,97.05438066465257,91.38972809667673,-1.0
TRYP By Wyndham Times Square South,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.115755627009648,-1.0,-1.0,-1.0,25.723472668810288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0064308681672,-1.0,-1.0,-1.0,87.62057877813504,-1.0,-1.0,67.68488745980707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.28617363344051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.39871382636656,-1.0,-1.0,61.89710610932476,-1.0,-1.0,-1.0,71.86495176848874,69.45337620578778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,23.79421221864952,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.842443729903536,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.755627009646304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
